CLI,Agence Client,Type Client,Gestionnaire Client,Avec / Sans Compte,Segment Client,Segment Actif/Équipé,Actif/Inactif,Equipé/NonEquipé,District,Date d'EER,Statut Dossier,CLT/NONCLT,DATE SORTIE
43515700,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,14/11/2023,DRC à numériser,NON CLT,
43521349,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,17/11/2023,DRC à numériser,NON CLT,
43526404,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,23/11/2023,DRC à numériser,CLT,
43527593,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,23/11/2023,DRC à numériser,NON CLT,
43531161,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,28/11/2023,DRC à numériser,NON CLT,
43471397,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,10/06/2023,DRC à numériser,NON CLT,
43480168,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,16/10/2023,DRC Archivé,CLT,
43480986,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,16/10/2023,DRC Archivé,CLT,
43481878,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,17/10/2023,DRC Archivé,CLT,
43482250,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,17/10/2023,DRC Archivé,CLT,
43484182,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,18/10/2023,DRC Archivé,CLT,
43489534,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,24/10/2023,DRC Archivé,CLT,
44029715,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE INACTIF,INACTIF,NON EQUIPE,District Nord Ouest,18/07/2024,DRC Archivé,CLT,
43957165,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,14/06/2024,DRC Archivé,CLT,
43957909,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,14/06/2024,DRC Archivé,CLT,
43958132,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,14/06/2024,DRC en cours de Validation,CLT,
43958206,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,14/06/2024,DRC Archivé,CLT,
43958949,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,14/06/2024,DRC à numériser,NON CLT,20/12/2024
43960808,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,18/06/2024,DRC Archivé,CLT,
43961700,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,18/06/2024,DRC Archivé,CLT,
43965416,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,20/06/2024,DRC Archivé,CLT,
43967126,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,20/06/2024,DRC Archivé,CLT,
43967721,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JEUNES ADULTES,JEUNES AD ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,20/06/2024,DRC Archivé,CLT,
43015882,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,01/11/2023,DRC Archivé,CLT,
43978871,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,25/06/2024,DRC Archivé,CLT,
43984297,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,27/06/2024,DRC Archivé,CLT,
43985561,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,27/06/2024,DRC Archivé,CLT,
43902382,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,23/05/2024,DRC Archivé,CLT,
43943860,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,06/10/2024,DRC Archivé,CLT,
43948394,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,PREMIUMS FIRST,PR FIRST INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,06/11/2024,DRC en cours de Validation,CLT,
43951516,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,06/12/2024,DRC Archivé,CLT,
43956645,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,14/06/2024,DRC Archivé,CLT,
43956794,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,14/06/2024,DRC Archivé,CLT,
43956942,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,14/06/2024,DRC Archivé,CLT,
43864100,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,05/09/2024,DRC Archivé,NON CLT,
43870567,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,13/05/2024,DRC en cours de Validation,CLT,
43873094,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Nord Ouest,14/05/2024,DRC Archivé,CLT,
43882832,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE INACTIF,INACTIF,NON EQUIPE,District Nord Ouest,16/05/2024,DRC Archivé,CLT,
43887069,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,17/05/2024,DRC Archivé,CLT,
43887292,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,17/05/2024,DRC Archivé,CLT,
43889373,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,20/05/2024,DRC Archivé,NON CLT,
43893833,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,21/05/2024,DRC Archivé,CLT,
43895989,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Nord Ouest,22/05/2024,DRC Archivé,CLT,
43898739,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,22/05/2024,DRC Archivé,CLT,
43901787,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,23/05/2024,DRC en cours de Validation,CLT,
43856518,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,05/08/2024,DRC en cours de Validation,CLT,
43858525,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,05/08/2024,DRC Archivé,CLT,
43859194,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,05/08/2024,DRC en cours de Validation,CLT,
43771555,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,21/03/2024,DRC Archivé,CLT,
43771481,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,21/03/2024,DRC Archivé,CLT,
43814668,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,19/04/2024,DRC Archivé,CLT,
43815263,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,19/04/2024,DRC Archivé,CLT,
43816378,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JEUNES ADULTES,JEUNES AD ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,19/04/2024,DRC Archivé,CLT,
43819277,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,22/04/2024,DRC Archivé,NON CLT,
44060935,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,08/06/2024,DRC Archivé,CLT,
43788503,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,04/02/2024,DRC Archivé,CLT,
43795639,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,04/04/2024,DRC Archivé,CLT,
43796234,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,04/05/2024,DRC Archivé,NON CLT,
43796308,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,04/05/2024,DRC Archivé,NON CLT,
43796382,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,04/05/2024,DRC Archivé,CLT,
43797646,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,04/05/2024,DRC Archivé,CLT,
43800545,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,04/12/2024,DRC Archivé,CLT,
43801586,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,04/12/2024,DRC Archivé,CLT,
43813330,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,18/04/2024,DRC Archivé,CLT,
43121882,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,27/02/2023,DRC Archivé,CLT,
43774008,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,22/03/2024,DRC Archivé,CLT,
43774305,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,22/03/2024,DRC Archivé,CLT,
43776238,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,25/03/2024,DRC Archivé,CLT,
43780029,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,28/03/2024,DRC Archivé,CLT,
43780103,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,28/03/2024,DRC Archivé,CLT,
43780698,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Nord Ouest,28/03/2024,DRC Archivé,CLT,
43784340,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,29/03/2024,DRC Archivé,CLT,
44032539,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,19/07/2024,DRC Archivé,CLT,
44201350,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,10/09/2024,DRC Archivé,NON CLT,
44203209,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,10/10/2024,DRC Archivé,NON CLT,
44210568,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,14/10/2024,DRC en cours de Validation,CLT,
44215697,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Nord Ouest,16/10/2024,DRC Archivé,CLT,
44218298,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,17/10/2024,DRC Archivé,CLT,
43646080,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,26/01/2024,DRC Archivé,CLT,
44220751,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,18/10/2024,DRC Archivé,CLT,
43951219,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Nord Ouest,06/12/2024,DRC Archivé,CLT,
44056029,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,08/02/2024,DRC Archivé,CLT,
44255242,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,11/07/2024,DRC Archivé,CLT,
44163217,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,23/09/2024,DRC Archivé,CLT,
44169313,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,25/09/2024,DRC Archivé,CLT,
44177787,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,30/09/2024,DRC Archivé,CLT,
44189829,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,10/03/2024,DRC à numériser,CLT,
44120996,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,09/04/2024,DRC Archivé,CLT,
44122037,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,09/04/2024,DRC Archivé,CLT,
44131700,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,09/09/2024,DRC Archivé,CLT,
43953151,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,13/06/2024,DRC Archivé,CLT,
43888333,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,17/05/2024,DRC Archivé,CLT,
43888035,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,17/05/2024,DRC Archivé,CLT,
44074835,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,15/08/2024,DRC Archivé,CLT,
44075578,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,16/08/2024,DRC Archivé,NON CLT,
44105163,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,29/08/2024,DRC Archivé,NON CLT,
44107244,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,29/08/2024,DRC Archivé,CLT,
44108062,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,30/08/2024,DRC Archivé,NON CLT,
44112076,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,09/02/2024,DRC Archivé,CLT,
44113117,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,09/02/2024,DRC Archivé,CLT,
44113265,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,09/02/2024,DRC en cours de Validation,CLT,
44119063,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,09/04/2024,DRC Archivé,CLT,
44031870,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,18/07/2024,DRC Archivé,CLT,
44035215,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,19/07/2024,DRC Archivé,CLT,
44035513,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,19/07/2024,DRC Archivé,CLT,
44045325,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,26/07/2024,DRC Archivé,CLT,
44050454,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,30/07/2024,DRC Archivé,CLT,
44056698,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Nord Ouest,08/02/2024,DRC Archivé,CLT,
44061083,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,08/06/2024,DRC Archivé,CLT,
44062496,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,08/07/2024,DRC Archivé,CLT,
44064057,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,08/08/2024,DRC en cours de Validation,CLT,
44065097,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,08/08/2024,DRC en cours de Validation,CLT,
44065246,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,08/08/2024,DRC Archivé,NON CLT,
44221049,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,18/10/2024,DRC Archivé,CLT,
43991210,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,28/06/2024,DRC Archivé,CLT,
43991433,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,28/06/2024,DRC Archivé,CLT,
43996711,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE INACTIF,INACTIF,NON EQUIPE,District Nord Ouest,07/02/2024,DRC Archivé,CLT,
44004887,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,07/05/2024,DRC Archivé,CLT,
44006671,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF EQUIPE,INACTIF,EQUIPE,District Nord Ouest,07/05/2024,DRC Archivé,CLT,
44009422,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Nord Ouest,07/08/2024,DRC Archivé,CLT,
44011206,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Nord Ouest,07/09/2024,DRC Archivé,CLT,
44011800,03131-BEJA,Particulier,311-DA  ADJOINT BEJA,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Nord Ouest,07/09/2024,DRC Archivé,CLT,
